category_name,level,parent,url,product_count,scraped_at
Electrohogar,1,,https://www.dismac.com.bo/categorias/53-electro-menor.html,0,2025-11-13T00:15:40.040419
Electrodomésticos pequeños,2,Electrohogar,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor.html,0,2025-11-13T00:15:44.832278
Arroceras eléctricas,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/36-arroceras.html,11,2025-11-13T00:15:50.078526
Batidoras,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/28-batidoras.html,66,2025-11-13T00:15:55.573087
Carbonatador,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/115-carbonatador.html,3,2025-11-13T00:16:00.492798
Cafeteras,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/cafeteras-47.html,35,2025-11-13T00:16:05.906355
Extractoras y exprimidores,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/31-extractoras.html,33,2025-11-13T00:16:11.723812
Freidoras,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/freidora.html,29,2025-11-13T00:16:17.539223
Hervidores,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/hervidores-324.html,25,2025-11-13T00:16:23.057010
Licuadoras,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/27-licuadoras.html,50,2025-11-13T00:16:28.573932
Mixers,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/29-procesadoras.html,19,2025-11-13T00:16:34.882674
Picadoras,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/30-picadoras.html,17,2025-11-13T00:16:40.822804
Planchas,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/39-planchas.html,31,2025-11-13T00:16:46.757570
Repostería y cocina creativa,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/38-creativa.html,31,2025-11-13T00:16:52.477931
Sandwicheras y parillas,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/32-sandwicheras.html,25,2025-11-13T00:16:58.290788
Tostadoras,3,Electrohogar > Electrodomésticos pequeños,https://www.dismac.com.bo/categorias/53-electro-menor/111-electro-menor/34-tostadoras.html,14,2025-11-13T00:17:03.358700
Hornos eléctricos y microondas,2,Electrohogar,https://www.dismac.com.bo/categorias/53-electro-menor/110-hornos-y-microondas.html,0,2025-11-13T00:17:07.739418
Hornos eléctricos,3,Electrohogar > Hornos eléctricos y microondas,https://www.dismac.com.bo/categorias/53-electro-menor/110-hornos-y-microondas/26-hornos-elect.html,22,2025-11-13T00:17:13.746576
Microondas,3,Electrohogar > Hornos eléctricos y microondas,https://www.dismac.com.bo/categorias/53-electro-menor/110-hornos-y-microondas/microondas.html,34,2025-11-13T00:17:19.539967
Aspiradoras e hidrolavadoras,2,Electrohogar,https://www.dismac.com.bo/categorias/53-electro-menor/118-aspirado-y-limpieza.html,0,2025-11-13T00:17:24.801833
Accesorios aspirado y limpieza,3,Electrohogar > Aspiradoras e hidrolavadoras,https://www.dismac.com.bo/categorias/53-electro-menor/118-aspirado-y-limpieza/accesorios.html,27,2025-11-13T00:17:30.085144
Aspiradoras,3,Electrohogar > Aspiradoras e hidrolavadoras,https://www.dismac.com.bo/categorias/53-electro-menor/118-aspirado-y-limpieza/60-aspiradoras.html,58,2025-11-13T00:17:36.678861
Hidrolavadoras,3,Electrohogar > Aspiradoras e hidrolavadoras,https://www.dismac.com.bo/categorias/53-electro-menor/118-aspirado-y-limpieza/61-hidrolavado.html,23,2025-11-13T00:17:42.955086
Limpiadoras,3,Electrohogar > Aspiradoras e hidrolavadoras,https://www.dismac.com.bo/categorias/53-electro-menor/118-aspirado-y-limpieza/62-limpiadoras.html,9,2025-11-13T00:17:47.993392
Máquinas de coser,2,Electrohogar,https://www.dismac.com.bo/categorias/53-electro-menor/124-maquinas-de-cocer.html,0,2025-11-13T00:17:51.994661
Digital,3,Electrohogar > Máquinas de coser,https://www.dismac.com.bo/categorias/53-electro-menor/124-maquinas-de-cocer/maquina-de-coser-digital-325.html,0,2025-11-13T00:17:56.056774
Mecánica,3,Electrohogar > Máquinas de coser,https://www.dismac.com.bo/categorias/53-electro-menor/124-maquinas-de-cocer/maquina-de-coser-mecanica-326.html,0,2025-11-13T00:18:00.658553
Máquinas de coser,3,Electrohogar > Máquinas de coser,https://www.dismac.com.bo/categorias/53-electro-menor/124-maquinas-de-cocer/91-maquinas-de-coser.html,0,2025-11-13T00:18:05.539971
Dispensadores,2,Electrohogar,https://www.dismac.com.bo/categorias/53-electro-menor/dispensadores.html,0,2025-11-13T00:18:19.399707
Enfriadores de pie,3,Electrohogar > Dispensadores,https://www.dismac.com.bo/categorias/53-electro-menor/dispensadores/enfriadores-de-pie.html,3,2025-11-13T00:18:24.207181
Enfriadores de sobremesa,3,Electrohogar > Dispensadores,https://www.dismac.com.bo/categorias/53-electro-menor/dispensadores/enfriadores-de-sobremesa.html,7,2025-11-13T00:18:29.120202
Climatización,1,,https://www.dismac.com.bo/categorias/56-climatizacion.html,238,2025-11-13T00:18:35.288552
Aires acondicionados,2,Climatización,https://www.dismac.com.bo/categorias/56-climatizacion/106-aire-acondicionado.html,0,2025-11-13T00:18:39.351722
Comercial,3,Climatización > Aires acondicionados,https://www.dismac.com.bo/categorias/56-climatizacion/106-aire-acondicionado/comercial.html,3,2025-11-13T00:18:44.235799
Tipo split,3,Climatización > Aires acondicionados,https://www.dismac.com.bo/categorias/56-climatizacion/106-aire-acondicionado/tipo-split.html,93,2025-11-13T00:18:51.166972
Calefones y termotanques,2,Climatización,https://www.dismac.com.bo/categorias/56-climatizacion/107-calefon-y-termos.html,0,2025-11-13T00:18:57.387964
Calefones,3,Climatización > Calefones y termotanques,https://www.dismac.com.bo/categorias/56-climatizacion/107-calefon-y-termos/19-calefones.html,31,2025-11-13T00:19:03.296608
Termotanques,3,Climatización > Calefones y termotanques,https://www.dismac.com.bo/categorias/56-climatizacion/107-calefon-y-termos/20-termotanques.html,8,2025-11-13T00:19:07.928458
Duchas,3,Climatización > Calefones y termotanques,https://www.dismac.com.bo/categorias/56-climatizacion/107-calefon-y-termos/duchas-278.html,10,2025-11-13T00:19:12.960584
Climatización,2,Climatización,https://www.dismac.com.bo/categorias/56-climatizacion/112-climatizacion.html,0,2025-11-13T00:19:18.526061
Climatizador,3,Climatización > Climatización,https://www.dismac.com.bo/categorias/56-climatizacion/112-climatizacion/41-climatizador.html,19,2025-11-13T00:19:23.681081
Humidificador,3,Climatización > Climatización,https://www.dismac.com.bo/categorias/56-climatizacion/112-climatizacion/42-humificador.html,2,2025-11-13T00:19:28.491373
Purificador,3,Climatización > Climatización,https://www.dismac.com.bo/categorias/56-climatizacion/112-climatizacion/265-purificador.html,5,2025-11-13T00:19:33.298382
Ventiladores,3,Climatización > Climatización,https://www.dismac.com.bo/categorias/56-climatizacion/112-climatizacion/40-ventiladores.html,40,2025-11-13T00:19:40.086192
Cuidado personal,1,,https://www.dismac.com.bo/categorias/cuidado-personal.html,226,2025-11-13T00:19:46.374273
Cuidado personal,2,Cuidado personal,https://www.dismac.com.bo/categorias/cuidado-personal/dermocare.html,0,2025-11-13T00:19:50.968402
Alisadoras,3,Cuidado personal > Cuidado personal,https://www.dismac.com.bo/categorias/cuidado-personal/dermocare/alisadoras.html,53,2025-11-13T00:19:56.831051
Cortapelos y afeitadoras,3,Cuidado personal > Cuidado personal,https://www.dismac.com.bo/categorias/cuidado-personal/dermocare/cortapelo.html,43,2025-11-13T00:20:02.772607
Depiladores,3,Cuidado personal > Cuidado personal,https://www.dismac.com.bo/categorias/cuidado-personal/dermocare/depiladores.html,10,2025-11-13T00:20:08.737680
Dermo care,3,Cuidado personal > Cuidado personal,https://www.dismac.com.bo/categorias/cuidado-personal/dermocare/dermo-care.html,26,2025-11-13T00:20:14.450877
Onduladores,3,Cuidado personal > Cuidado personal,https://www.dismac.com.bo/categorias/cuidado-personal/dermocare/onduladores.html,35,2025-11-13T00:20:21.358430
Secadoras,3,Cuidado personal > Cuidado personal,https://www.dismac.com.bo/categorias/cuidado-personal/dermocare/secadoras.html,33,2025-11-13T00:20:28.886224
Motos y scooters,1,,https://www.dismac.com.bo/categorias/motos.html,124,2025-11-13T00:20:36.793949
Motocicletas,2,Motos y scooters,https://www.dismac.com.bo/categorias/motos/motocicletas.html,0,2025-11-13T00:20:42.257320
Accesorios de motos,3,Motos y scooters > Motocicletas,https://www.dismac.com.bo/categorias/motos/motocicletas/accesorios.html,66,2025-11-13T00:20:47.561856
Urbanas,3,Motos y scooters > Motocicletas,https://www.dismac.com.bo/categorias/motos/motocicletas/2-ruedas.html,50,2025-11-13T00:20:53.470523
Trimotos eléctricas,3,Motos y scooters > Motocicletas,https://www.dismac.com.bo/categorias/motos/motocicletas/trimotos-electricas.html,6,2025-11-13T00:20:58.123031
Scooters,2,Motos y scooters,https://www.dismac.com.bo/categorias/motos/scooter-321.html,0,2025-11-13T00:21:02.593154
Scooters eléctricos,3,Motos y scooters > Scooters,https://www.dismac.com.bo/categorias/motos/scooter-321/scooters-electricos-781.html,2,2025-11-13T00:21:07.405083
Moda y accesorios,1,,https://www.dismac.com.bo/categorias/moda-accesorios-161.html,276,2025-11-13T00:21:13.295187
Relojes,2,Moda y accesorios,https://www.dismac.com.bo/categorias/moda-accesorios-161/relojes-296.html,0,2025-11-13T00:21:18.170933
Reloj de hombre,3,Moda y accesorios > Relojes,https://www.dismac.com.bo/categorias/moda-accesorios-161/relojes-296/reloj-de-hombre-680.html,59,2025-11-13T00:21:24.278083
Reloj de mujer,3,Moda y accesorios > Relojes,https://www.dismac.com.bo/categorias/moda-accesorios-161/relojes-296/reloj-de-mujer-679.html,20,2025-11-13T00:21:29.584902
"Maletas, mochilas y bolsos",2,Moda y accesorios,https://www.dismac.com.bo/categorias/moda-accesorios-161/maletas-mochilas-y-bolsos-297.html,0,2025-11-13T00:21:33.565236
Maletas,3,"Moda y accesorios > Maletas, mochilas y bolsos",https://www.dismac.com.bo/categorias/moda-accesorios-161/maletas-mochilas-y-bolsos-297/maletas-681.html,30,2025-11-13T00:21:39.060368
Mochilas,3,"Moda y accesorios > Maletas, mochilas y bolsos",https://www.dismac.com.bo/categorias/moda-accesorios-161/maletas-mochilas-y-bolsos-297/mochilas-737.html,28,2025-11-13T00:21:44.741599
Bolsos de viaje,3,"Moda y accesorios > Maletas, mochilas y bolsos",https://www.dismac.com.bo/categorias/moda-accesorios-161/maletas-mochilas-y-bolsos-297/bolsos-de-viaje-733.html,7,2025-11-13T00:21:49.347182
Perfumes,2,Moda y accesorios,https://www.dismac.com.bo/categorias/moda-accesorios-161/perfumes-315.html,0,2025-11-13T00:21:53.994630
Perfumes de mujer,3,Moda y accesorios > Perfumes,https://www.dismac.com.bo/categorias/moda-accesorios-161/perfumes-315/perfumes-de-mujer-743.html,63,2025-11-13T00:21:59.469811
Perfumes de hombre,3,Moda y accesorios > Perfumes,https://www.dismac.com.bo/categorias/moda-accesorios-161/perfumes-315/perfumes-de-hombre744.html,68,2025-11-13T00:22:05.771999
Exteriores,1,,https://www.dismac.com.bo/categorias/exteriores.html,298,2025-11-13T00:22:12.488122
Outdoor,2,Exteriores,https://www.dismac.com.bo/categorias/52-hogar/105-outdoor.html,0,2025-11-13T00:22:16.860405
Accesorios para camping,3,Exteriores > Outdoor,https://www.dismac.com.bo/categorias/exteriores/105-outdoor/accesorios-para-camping.html,18,2025-11-13T00:22:22.543664
Churrasco,3,Exteriores > Outdoor,https://www.dismac.com.bo/categorias/exteriores/105-outdoor/15-churrasco.html,49,2025-11-13T00:22:27.874316
Cooler,3,Exteriores > Outdoor,https://www.dismac.com.bo/categorias/exteriores/105-outdoor/14-cooler.html,22,2025-11-13T00:22:33.264800
Muebles de exterior,3,Exteriores > Outdoor,https://www.dismac.com.bo/categorias/exteriores/105-outdoor/128-jardin.html,26,2025-11-13T00:22:39.181194
Jardinería,3,Exteriores > Outdoor,https://www.dismac.com.bo/categorias/exteriores/105-outdoor/jardineria.html,83,2025-11-13T00:22:45.086659
Parrillas,3,Exteriores > Outdoor,https://www.dismac.com.bo/categorias/exteriores/105-outdoor/13-parrillas.html,26,2025-11-13T00:22:51.216340
Piscina e inflables,3,Exteriores > Outdoor,https://www.dismac.com.bo/categorias/52-hogar/105-outdoor/206-piscina-e-inflables.html,23,2025-11-13T00:22:56.697228
Hidrolavadoras,2,Exteriores,https://www.dismac.com.bo/categorias/exteriores/hidrolavadora-duplicada.html,0,2025-11-13T00:23:01.085780
Accesorios limpieza,3,Exteriores > Hidrolavadoras,https://www.dismac.com.bo/categorias/exteriores/hidrolavadora-duplicada/accesorios-hidrolavadora-y-limpiadoras.html,22,2025-11-13T00:23:07.029746
Hidrolavadoras,3,Exteriores > Hidrolavadoras,https://www.dismac.com.bo/categorias/exteriores/hidrolavadora-duplicada/hidrolavadoras.html,21,2025-11-13T00:23:12.122551
