scrape_category,product_id,sku,title,categories,regular_price,sale_price,on_sale,discount,stock_status,rating,featured,url,image_url
Tienda General,3621,COLCH-001,Colchón inflable 1 plaza,"Camping, Deportes y Aire Libre",290.00,290.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/colchon-inflable-1-plaza-klimber/,https://www.boliviamart.com/wp-content/uploads/2021/02/colchon-inflable-1-plaza-marca-kilmber-6-300x300.jpeg
Tienda General,3618,COLCH-1,Colchón Inflable Tamaño Queen,"Camping, Deportes y Aire Libre",280.00,280.00,Yes,-29%,Out of Stock,0,No,https://www.boliviamart.com/producto/colchon-inflable-tamano-queen/,https://www.boliviamart.com/wp-content/uploads/2021/02/colchon-inflable-pavillo-tamano-queen-1-300x300.png
Tienda General,2689,5YBX6A,CONTROL DE ACCESO 5Y0A 5YBX6A CON LECTOR BIOMETRICO Y SISTEMA RFID,"Controles de Acceso, Seguridad",390.00,390.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/control-de-acceso-5y0a-5ybx6a-con-lector-biometrico-y-sistema-rfid/,https://www.boliviamart.com/wp-content/uploads/2020/11/5yoa5ybx6abiometricocontroldeaccesoporhuelladigitalmaquinadeintercomunicaciondigitalbiometricoonlineboliviamart.com1.jpg
Tienda General,4159,ASUS-FX517ZR,Gaming Laptop ASUS – TUF Dash 15.6″ FHD 144Hz – Intel Core i7 Memoria 16GB DDR5 – NVIDIA GeForce RTX 3070 – 512GB PCIe SSD,"Computación, Laptops y Notebooks",15360.00,15360.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/gaming-laptop-asus-tuf-dash-15-6-fhd-144hz-intel-core-i7-memoria-16gb-ddr5-nvidia-geforce-rtx-3070-512gb-pcie-ssd/,https://www.boliviamart.com/wp-content/uploads/2022/07/asus-gaming-laptop-bolivia-compra-online-300x300.jpg
Tienda General,2793,Google Home,GOOGLE HOME – ASISTENTE PERSONAL,Productos Google,1950.00,1950.00,Yes,-46%,Out of Stock,0,No,https://www.boliviamart.com/google-home-asistente-personal/,https://www.boliviamart.com/wp-content/uploads/2020/11/googlehomeasistentepersonaltecnologiaonlineboliviaaltavozwifiboliviaboliviamartcom.png
Tienda General,2787,Google Home Mini,GOOGLE HOME MINI – ASISTENTE PERSONAL,Productos Google,700.00,700.00,Yes,-12%,Out of Stock,0,No,https://www.boliviamart.com/google-home-mini-asistente-personal/,https://www.boliviamart.com/wp-content/uploads/2020/11/googlehomeminiparlantewifiasistentepersonalnestphilipshuewemospotifynetflixyoutubeonlineboliviaboliviamartcom.png
Tienda General,3635,INF-1,Inflador Manual,"Camping, Deportes y Aire Libre",95.00,95.00,Yes,-17%,In Stock,0,No,https://www.boliviamart.com/producto/inflador-manual/,https://www.boliviamart.com/wp-content/uploads/2021/02/inflador-manual-3-300x300.jpeg
Tienda General,2862,Iphone 7 Plus,IPHONE 7 PLUS DE 32GB BLACK,Celulares y Tablets,5800.00,5800.00,Yes,-8%,Out of Stock,0,No,https://www.boliviamart.com/iphone-7-plus-de-32gb-black/,https://www.boliviamart.com/wp-content/uploads/2020/11/iphoneapple7plusblack32GBcelularsmarphonecompraronlineboliviaboliviamart1.jpg
Tienda General,4150,DELL-3511,Laptop Dell Inspiron 3511-15.6″ Pantalla Touch – Intel Core i5 – Memoria 8GB – 256GB SSD,"Computación, Laptops y Notebooks",4950.00,4950.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-dell-inspiron-3511-15-6-pantalla-touch-intel-core-i5-memoria-8gb-256gb-ssd/,https://www.boliviamart.com/wp-content/uploads/2022/07/6500646cv1d-300x300.jpg
Tienda General,4199,ACER-AN515-1-2,Laptop Gamer ACER NITRO 5 -15.6″ 144Hz – Intel Core i5 12va Generacion – Memoria 16GB – 512GB SSD  – GeForce RTX 3050Ti,"Computación, Laptops y Notebooks",9500.00,9500.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-gamer-acer-nitro-5-15-6-144hz-intel-core-i5-12va-generacion-memoria-16gb-512gb-ssd-geforce-rtx-3050ti/,https://www.boliviamart.com/wp-content/uploads/2022/07/Captura-de-pantalla-2022-07-26-161900-300x300.png
Tienda General,4156,ACER-AN515,Laptop Gamer ACER NITRO 5 -15.6″ 144Hz – Intel Core i7 11va Generacion – Memoria 16GB – 512GB SSD  – GeForce RTX 3050Ti,"Computación, Laptops y Notebooks",8500.00,8500.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-gamer-acer-nitro-5-15-6-144hz-intel-core-i7-11va-generacion-memoria-16gb-512gb-ssd-geforce-rtx-3050ti/,https://www.boliviamart.com/wp-content/uploads/2022/07/6486189_sd-300x300.jpg
Tienda General,4468,ROG-STRIX G16 2023,Laptop Gamer REPUBLIC OF GAMERS STRIX -16″ 165Hz – Intel Core i9 13980HX 13va Generacion – Memoria 16GB – 1 TB SSD  – GeForce RTX 4070 8gb,"Computación, Laptops y Notebooks",15900.00,15900.00,Yes,-6%,In Stock,0,Yes,https://www.boliviamart.com/producto/laptop-gamer-rog-g16-165hz-intel-core-i9-13va-generacion-memoria-16gb-1tb-ssd-geforce-rtx-4070/,https://www.boliviamart.com/wp-content/uploads/2023/09/369271537_7641876909241828_9085031211139864685_n-300x300.jpg
Tienda General,4207,LENOVO IDEAPAD-3,Laptop Lenovo IdeaPad 3-15.6″ Pantalla Touch – Intel Core i3-1115G4 – Memoria 8GB – 256GB SSD,"Computación, Laptops y Notebooks",3600.00,3600.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-lenovo-ideapad-3-15-6-pantalla-touch-intel-core-i3-memoria-8gb-256gb-ssd/,https://www.boliviamart.com/wp-content/uploads/2022/07/image-300x300.jpg
Tienda General,4166,MICROSOFT-SURFACEGO,Laptop Microsoft Surface Go 12.4″ Touch – Intel 10ma Gen – Core i5 – 4GB – 64GB eMMC,"Computación, Laptops y Notebooks",4440.00,4440.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-microsoft-surface-go-12-4-touch-intel-10ma-gen-core-i5-4gb-64gb-emmc/,https://www.boliviamart.com/wp-content/uploads/2022/07/6504290_sd-1-300x300.jpg
Tienda General,2872,(Bur3003),LECTOR DE CÓDIGOS DE BARRA NADAMOO,"Accesorios, B2B",560.00,560.00,Yes,-15%,Out of Stock,0,No,https://www.boliviamart.com/lector-de-codigos-de-barra-nadamoo/,https://www.boliviamart.com/wp-content/uploads/2020/11/codigodebarraslectorinalambricobluetoothcompraronineboliviaboliviamartalmacentiendaorganizacioninventario4.jpg
Tienda General,2781,Cubo,MINI PROYECTOR KODAK CUBO 1080P,Proyectores Led,3000.00,3000.00,Yes,-5%,In Stock,0,Yes,https://www.boliviamart.com/mini-proyector-kodak-cubo-1080p/,https://www.boliviamart.com/wp-content/uploads/2020/11/proyectorminikodak1080portablelivianaoproyeccionespresentacionesjuegoscompraronlineboliviaboliviamart.jpg
Tienda General,2895,30762,ORGANIZADOR DE CABLES UGREEN,"Accesorios, Productos Variados",80.00,80.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/organizador-de-cables-ugreen/,https://www.boliviamart.com/wp-content/uploads/2020/11/organizadorcablessujetadoroficinasestudioaccesoriocompraronlineboliviaboliviamart1.jpg
Tienda General,2695,Soundcore 2,PARLANTE ALTAVOZ BLUETOOTH ANKER SOUNDCORE 2,Parlantes,630.00,630.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/parlante-altavoz-bluetooth-anker-soundcore-2/,https://www.boliviamart.com/wp-content/uploads/2020/11/parlantesbluetoothankersoundcore2boliviamart.jpg
Tienda General,2700,A10,PARLANTE ALTAVOZ BLUETOOTH QCY A10 3W,Parlantes,380.00,380.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/parlante-altavoz-bluetooth-qcy-a10-3w/,https://www.boliviamart.com/wp-content/uploads/2020/11/parlantebluetoothwirelessbluetoothspeakermetalminiportableqcya10bolivia1.jpg
Tienda General,2906,Parlante Anker SoundCore Nano,Parlante Anker SoundCore Nano,Uncategorized,225.00,225.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/parlante-a-nker-soundcore-nano/,https://www.boliviamart.com/wp-content/uploads/2020/11/a3104041_td01_v2.jpg
Tienda General,2705,Soundcore,PARLANTE BLUETOOTH ANKER SOUNDCORE,Parlantes,500.00,500.00,Yes,-30%,In Stock,0,No,https://www.boliviamart.com/parlante-bluetooth-anker-soundcore/,https://www.boliviamart.com/wp-content/uploads/2020/11/parlanteankersoundcorebluetoothcompraonlinebolivia2.jpg
Tienda General,2710,Pro A3143,PARLANTE BLUETOOTH ANKER SOUNDCORE PREMIUM,Parlantes,745.00,745.00,Yes,-13%,In Stock,0,No,https://www.boliviamart.com/parlante-bluetooth-anker-soundcore-premium/,https://www.boliviamart.com/wp-content/uploads/2020/11/ankerpremiumestereobluetooth40altavoza314320wsalidadoble10wconductoresspeackerboliviaboliviamartcom.jpg
Tienda General,2715,Box 2,PARLANTE BLUETOOTH QCY BOX 2 IPX 7 5W,Parlantes,370.00,370.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/parlante-bluetooth-qcy-box-2-ipx-7-5w/,https://www.boliviamart.com/wp-content/uploads/2020/11/qcybox2onlinespeakerparlanteimpermeableipx7bluetoothboliviamartcombolivia.jpg
Tienda General,2721,QQ800,PARLANTE BLUETOOTH QCY QQ800 METALICO,Parlantes,245.00,245.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/parlante-bluetooth-qcy-qq800-metalico/,https://www.boliviamart.com/wp-content/uploads/2020/11/qcy_qq800_mini_tf_card_bluetooth_wireless_subwoofer_speaker_parlante_boliviamarccom_bolivia.jpg
Tienda General,3649,CAMPI-03,Piso para camping,"Camping, Deportes y Aire Libre",165.00,165.00,Yes,-40%,Out of Stock,0,No,https://www.boliviamart.com/producto/piso-para-camping/,https://www.boliviamart.com/wp-content/uploads/2021/02/piso-para-camping-3-300x300.jpeg
Tienda General,2853,Project Nursery,PROYECTOR DE IMAGENES Y SONIDO PARA DORMIR TRANQUILO,Salud y Belleza,800.00,800.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/proyector-de-imagenes-y-sonido-para-dormir-tranquilo/,https://www.boliviamart.com/wp-content/uploads/2020/11/proyectordeimagenesysonidoparadormirtranquilobluetoothbebeninoscuidadocomodidadcompraronlineboliviaboliviamart.jpg
Tienda General,2726,Niorfnio,RECEPTOR DE AUDIO TURISMO NIORFNIO,Equipos de Comunicacion,237.00,237.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/receptor-de-audio-turismo-niorfnio/,https://www.boliviamart.com/wp-content/uploads/2020/11/sistemacomunicacionguiaturisticoboliviacompraboliviamart.jpg
Tienda General,2730,5YA10,REGISTRO DE ASISTENCIA BIOMETRICO 5YOA,"Accesorios, Productos Variados, Seguridad",580.00,580.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/registro-de-asistencia-biometrico-5yoa/,https://www.boliviamart.com/wp-content/uploads/2020/11/controldeasistencia5y0abiometricolectordehuellaescuelasuniversidadesoficinashotelesonlineboliviaboliviamartcom.jpg
Tienda General,2736,P6,SENSOR DE MOVIMIENTO KERUI PIR WIFI,"Seguridad, Sistemas de Seguridad",425.00,425.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sensor-de-movimiento-kerui-pir-wifi/,https://www.boliviamart.com/wp-content/uploads/2020/11/keruip6seguridadsensordemovimientomonitoreocontrolwifisecuritydetectoronlineboliviaboliviamartcom.jpg
Tienda General,3640,SETC-08,Set de cocina para Acampar,"Camping, Deportes y Aire Libre",249.00,249.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/set-de-cocina-para-acampar/,https://www.boliviamart.com/wp-content/uploads/2021/02/set-de-cocina-para-camping-4-300x300.jpeg
Tienda General,2741,G-19,SISTEMA DE ALARMA KERUI G-19 WIFI GSM,"Seguridad, Sistemas de Seguridad",1540.00,1540.00,No,N/A,In Stock,0,Yes,https://www.boliviamart.com/sistema-de-alarma-kerui-g-19-wifi-gsm/,https://www.boliviamart.com/wp-content/uploads/2020/11/keruisistemadeseguiridadgsmseguridadwificontrolantirobosalarmamonitoreoboliviaboliviamartcom.jpg
Tienda General,2771,BuscaPersonas,SISTEMA DE BUSCA PERSONAS CON 16 PIEZAS,"Accesorios, Deportes y Aire Libre",2865.00,2865.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sistema-de-busca-personas-con-16-piezas/,https://www.boliviamart.com/wp-content/uploads/2020/11/sistemabuscapersonasrestaurantecafepatiodecomidasclientescompraronlineboliviaboliviamart.jpg
Tienda General,2746,Niorfnio-83,"SISTEMA DE GUIADO INALAMBRICO PARA TURISMO, DOCENCIA, TRADUCCION – PACK DE 10+1",Equipos de Comunicacion,1507.00,1507.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sistema-de-guiado-inalambrico-para-turismo-docencia-traduccion-pack-de-101/,https://www.boliviamart.com/wp-content/uploads/2020/11/descarga.jpg
Tienda General,2811,S02-A,SISTEMA DE SEGURIDAD FORTRESS KIT COMPLETO,"Seguridad, Sistemas de Seguridad",1095.00,1095.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sistema-de-seguridad-fortress-kit-completo/,https://www.boliviamart.com/wp-content/uploads/2020/11/sistemadeseguridadfortressalarmasmonitoreoonlineboliviaboliviamartcom.jpg
Tienda General,2751,W2,SISTEMA DE SEGURIDAD KERUI W2 GSM+WIFI+PSTN,"Seguridad, Sistemas de Seguridad",1900.00,1900.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sistema-de-seguridad-kerui-w2-gsmwifipstn/,https://www.boliviamart.com/wp-content/uploads/2020/11/sistemadeseguiridadsensordemoviemientosensorpuertaventanaseguridadalarmapanelwifigsmonlineboliviaboliviamartcom.jpg
Tienda General,2757,Home collection,SOMBRILLA QUITASOL ALUMINIO COLOR TAUPE 2.7M,Deportes y Aire Libre,2058.00,2058.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sombrilla-quitasol-aluminio-color-taupe-2-7m/,https://www.boliviamart.com/wp-content/uploads/2020/11/quitasollateralsombrillarestaurantcafeboliviacompraonline.jpg
Tienda General,2890,40994,SOPORTE DE ANILLO PARA CELULAR UGREEN,"Accesorios, Celulares y Tablets, Productos Variados",70.00,70.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/soporte-de-anillo-para-celular-ugreen/,https://www.boliviamart.com/wp-content/uploads/2020/11/anillosujetadorjovenestendenciacuidadougreenaccesoriosboliviamartboliviacompraronline1.jpg
Tienda General,2831,50871,SUJETADOR DE CELULAR MAGNETICO,"Accesorios, Celulares y Tablets, Productos Variados",85.00,85.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sujetador-de-celular-magnetico/,https://www.boliviamart.com/wp-content/uploads/2020/11/sujetadordecelularsmartphonemagneticoaccesoriodeautomanejosegurougreencomprarboliviaonlineboliviamart.jpg
Tienda General,2827,40998,SUJETADOR DE CELULAR UGREEN,"Accesorios, Celulares y Tablets, Productos Variados",100.00,100.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/sujetador-de-celular-ugreen/,https://www.boliviamart.com/wp-content/uploads/2020/11/sujetadorugreencelularsmartphoneautoaccesorio40998manejosegurocompraronlineboliviaboliviamart.jpg
Tienda General,2881,50898,SUJETADOR DE CELULAR UGREEN 50898,"Accesorios, Productos Variados",80.00,80.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sujetador-de-celular-ugreen-50898/,https://www.boliviamart.com/wp-content/uploads/2020/11/sujetadordelularugreencomprarinternetonlineautocarcomprasboliviaboliviamart1.jpg
Tienda General,2886,60196,SUJETADOR DE CELULAR UGREEN DE VENTOSA,"Accesorios, Productos Variados",110.00,110.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sujetador-de-celular-ugreen-de-ventosa/,https://www.boliviamart.com/wp-content/uploads/2020/11/sujetadorcelularauto360ventosaugreenestabilidadcompraronlineboliviaboliviamart1.jpg
Tienda General,2848,kinsa,TERMÓMETRO PARA NIÑOS KINSA,Salud y Belleza,565.00,565.00,Yes,-4%,In Stock,0,No,https://www.boliviamart.com/termometro-para-ninos-kinsa/,https://www.boliviamart.com/wp-content/uploads/2020/11/termometrointelogentesaludintegralfamiliaoidocontrolcuidadofamiliarcompraronlineboliviaboliviamart.jpg
Tienda General,2818,Hoggan,TOLDO RETRACTIL VERDE/BLANCO RAYADO HOGGAN,Deportes y Aire Libre,2650.00,2650.00,Yes,-48%,In Stock,0,No,https://www.boliviamart.com/toldo-retractil-verde-blanco-rayado-hoggan/,https://www.boliviamart.com/wp-content/uploads/2020/11/toldoretractilhomecollectiontiendarestaurantenegociouvcompraronlineboliviaboliviamart.com.jpg
Tienda General,2762,Niorfnio-87,TRANSMISOR PARA TURISMO – NIORFNIO,Equipos de Comunicacion,1506.00,1506.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/transmisor-para-turismo-niorfnio/,https://www.boliviamart.com/wp-content/uploads/2020/11/sistemacomunicacionguiaturisticoboliviacompraboliviamartjpg.jpg
Audio,2915,Audífonos Bluedio Victory,Audífonos Bluedio Victory,"Audio, Videojuegos y Consolas",1300.00,1300.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/audifonos-bluedio-victory/,https://www.boliviamart.com/wp-content/uploads/2020/11/612s8pak1jl._sl1100_.jpg
Audio,2625,F2,AUDIFONOS BLUETOOTH BLUEDIO F2 CANCELACION DE RUIDO,Audífonos Bluetooth,980.00,980.00,Yes,-37%,Out of Stock,0,No,https://www.boliviamart.com/producto/audifonos-bluetooth-bluedio-f2-cancelacion-de-ruido/,https://www.boliviamart.com/wp-content/uploads/2020/11/BluedioF2AuricularesInalmbricosBluetoothcancelacionactivadeRuidoconmicrofonoonlinebolivia2.jpg
Audio,2654,T4S,AUDIFONOS BLUETOOTH BLUEDIO T4S CANCELACION DE RUIDO,Audífonos Bluetooth,610.00,610.00,Yes,-16%,Out of Stock,0,No,https://www.boliviamart.com/producto/audifonos-bluetooth-bluedio-t4s-cancelacion-de-ruido/,https://www.boliviamart.com/wp-content/uploads/2020/11/bluetootht4saudifonoscascosauricularesheadphonesinalambricosonlineboliviaboliviamart3.jpg
Audio,2695,Soundcore 2,PARLANTE ALTAVOZ BLUETOOTH ANKER SOUNDCORE 2,Parlantes,630.00,630.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/parlante-altavoz-bluetooth-anker-soundcore-2/,https://www.boliviamart.com/wp-content/uploads/2020/11/parlantesbluetoothankersoundcore2boliviamart.jpg
Audio,2700,A10,PARLANTE ALTAVOZ BLUETOOTH QCY A10 3W,Parlantes,380.00,380.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/parlante-altavoz-bluetooth-qcy-a10-3w/,https://www.boliviamart.com/wp-content/uploads/2020/11/parlantebluetoothwirelessbluetoothspeakermetalminiportableqcya10bolivia1.jpg
Audio,2705,Soundcore,PARLANTE BLUETOOTH ANKER SOUNDCORE,Parlantes,500.00,500.00,Yes,-30%,In Stock,0,No,https://www.boliviamart.com/parlante-bluetooth-anker-soundcore/,https://www.boliviamart.com/wp-content/uploads/2020/11/parlanteankersoundcorebluetoothcompraonlinebolivia2.jpg
Audio,2710,Pro A3143,PARLANTE BLUETOOTH ANKER SOUNDCORE PREMIUM,Parlantes,745.00,745.00,Yes,-13%,In Stock,0,No,https://www.boliviamart.com/parlante-bluetooth-anker-soundcore-premium/,https://www.boliviamart.com/wp-content/uploads/2020/11/ankerpremiumestereobluetooth40altavoza314320wsalidadoble10wconductoresspeackerboliviaboliviamartcom.jpg
Audio,2715,Box 2,PARLANTE BLUETOOTH QCY BOX 2 IPX 7 5W,Parlantes,370.00,370.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/parlante-bluetooth-qcy-box-2-ipx-7-5w/,https://www.boliviamart.com/wp-content/uploads/2020/11/qcybox2onlinespeakerparlanteimpermeableipx7bluetoothboliviamartcombolivia.jpg
Audio,2721,QQ800,PARLANTE BLUETOOTH QCY QQ800 METALICO,Parlantes,245.00,245.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/parlante-bluetooth-qcy-qq800-metalico/,https://www.boliviamart.com/wp-content/uploads/2020/11/qcy_qq800_mini_tf_card_bluetooth_wireless_subwoofer_speaker_parlante_boliviamarccom_bolivia.jpg
Celulares y Tablets,2901,50816,ADAPTADOR DE 3 PUERTOS UGREEN,"Accesorios, Celulares y Tablets, Productos Variados",110.00,110.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/adaptador-de-3-puertos-ugreen/,https://www.boliviamart.com/wp-content/uploads/2020/11/cargadoradaptador3entradasusbtipoccelularcargarrapidacomprarugreenonlineboliviaboliviamart6.jpeg
Celulares y Tablets,2617,Fire8,"AMAZON TABLET FIRE HD 8 CON ALEXA, PANTALLA DE 8″ (20.3 cm), 16 GB","Celulares y Tablets, Productos Amazon",1200.00,1200.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/amazon-tablet-fire-hd-8-con-alexa-pantalla-de-8-20-3-cm-16-gb/,https://www.boliviamart.com/wp-content/uploads/2020/11/amazonfire81.jpg
Celulares y Tablets,2862,Iphone 7 Plus,IPHONE 7 PLUS DE 32GB BLACK,Celulares y Tablets,5800.00,5800.00,Yes,-8%,Out of Stock,0,No,https://www.boliviamart.com/iphone-7-plus-de-32gb-black/,https://www.boliviamart.com/wp-content/uploads/2020/11/iphoneapple7plusblack32GBcelularsmarphonecompraronlineboliviaboliviamart1.jpg
Celulares y Tablets,2890,40994,SOPORTE DE ANILLO PARA CELULAR UGREEN,"Accesorios, Celulares y Tablets, Productos Variados",70.00,70.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/soporte-de-anillo-para-celular-ugreen/,https://www.boliviamart.com/wp-content/uploads/2020/11/anillosujetadorjovenestendenciacuidadougreenaccesoriosboliviamartboliviacompraronline1.jpg
Celulares y Tablets,2831,50871,SUJETADOR DE CELULAR MAGNETICO,"Accesorios, Celulares y Tablets, Productos Variados",85.00,85.00,No,N/A,In Stock,0,No,https://www.boliviamart.com/sujetador-de-celular-magnetico/,https://www.boliviamart.com/wp-content/uploads/2020/11/sujetadordecelularsmartphonemagneticoaccesoriodeautomanejosegurougreencomprarboliviaonlineboliviamart.jpg
Celulares y Tablets,2827,40998,SUJETADOR DE CELULAR UGREEN,"Accesorios, Celulares y Tablets, Productos Variados",100.00,100.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/sujetador-de-celular-ugreen/,https://www.boliviamart.com/wp-content/uploads/2020/11/sujetadorugreencelularsmartphoneautoaccesorio40998manejosegurocompraronlineboliviaboliviamart.jpg
Computación,4384,BEELINK-1-1,Beelink mini pc ultracompacta SER5PRO Ryzen™7 5800H (carcasa metálica) – Memoria 32GB – 1TB SSD,"Computación, Mini PCs",5400.00,5400.00,Yes,-4%,Out of Stock,0,No,https://www.boliviamart.com/producto/beelink-mini-pc-ultracompacta-ser5pro-ryzen5-5600h-carcasa-metalica-memoria-16gb-512gb-ssd/,https://www.boliviamart.com/wp-content/uploads/2022/10/363157912_6894677233876900_5019689205537437110_n-300x300.jpg
Computación,4485,BEELINK-1-2,Beelink mini pc ultracompacta SER6PRO Ryzen™7 7735HS (carcasa metálica) – Memoria 32GB – 500 GB SSD,"Computación, Mini PCs",6900.00,6900.00,Yes,-6%,Out of Stock,0,Yes,https://www.boliviamart.com/producto/beelink-mini-pc-ultracompacta-ser6pro-ryzen7-7735hs-carcasa-metalica-memoria-32gb-500gb-ssd/,https://www.boliviamart.com/wp-content/uploads/2023/09/357263671_6424347150946661_7309862218179571507_n-300x300.jpg
Computación,4159,ASUS-FX517ZR,Gaming Laptop ASUS – TUF Dash 15.6″ FHD 144Hz – Intel Core i7 Memoria 16GB DDR5 – NVIDIA GeForce RTX 3070 – 512GB PCIe SSD,"Computación, Laptops y Notebooks",15360.00,15360.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/gaming-laptop-asus-tuf-dash-15-6-fhd-144hz-intel-core-i7-memoria-16gb-ddr5-nvidia-geforce-rtx-3070-512gb-pcie-ssd/,https://www.boliviamart.com/wp-content/uploads/2022/07/asus-gaming-laptop-bolivia-compra-online-300x300.jpg
Computación,4150,DELL-3511,Laptop Dell Inspiron 3511-15.6″ Pantalla Touch – Intel Core i5 – Memoria 8GB – 256GB SSD,"Computación, Laptops y Notebooks",4950.00,4950.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-dell-inspiron-3511-15-6-pantalla-touch-intel-core-i5-memoria-8gb-256gb-ssd/,https://www.boliviamart.com/wp-content/uploads/2022/07/6500646cv1d-300x300.jpg
Computación,4199,ACER-AN515-1-2,Laptop Gamer ACER NITRO 5 -15.6″ 144Hz – Intel Core i5 12va Generacion – Memoria 16GB – 512GB SSD  – GeForce RTX 3050Ti,"Computación, Laptops y Notebooks",9500.00,9500.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-gamer-acer-nitro-5-15-6-144hz-intel-core-i5-12va-generacion-memoria-16gb-512gb-ssd-geforce-rtx-3050ti/,https://www.boliviamart.com/wp-content/uploads/2022/07/Captura-de-pantalla-2022-07-26-161900-300x300.png
Computación,4156,ACER-AN515,Laptop Gamer ACER NITRO 5 -15.6″ 144Hz – Intel Core i7 11va Generacion – Memoria 16GB – 512GB SSD  – GeForce RTX 3050Ti,"Computación, Laptops y Notebooks",8500.00,8500.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-gamer-acer-nitro-5-15-6-144hz-intel-core-i7-11va-generacion-memoria-16gb-512gb-ssd-geforce-rtx-3050ti/,https://www.boliviamart.com/wp-content/uploads/2022/07/6486189_sd-300x300.jpg
Computación,4468,ROG-STRIX G16 2023,Laptop Gamer REPUBLIC OF GAMERS STRIX -16″ 165Hz – Intel Core i9 13980HX 13va Generacion – Memoria 16GB – 1 TB SSD  – GeForce RTX 4070 8gb,"Computación, Laptops y Notebooks",15900.00,15900.00,Yes,-6%,In Stock,0,Yes,https://www.boliviamart.com/producto/laptop-gamer-rog-g16-165hz-intel-core-i9-13va-generacion-memoria-16gb-1tb-ssd-geforce-rtx-4070/,https://www.boliviamart.com/wp-content/uploads/2023/09/369271537_7641876909241828_9085031211139864685_n-300x300.jpg
Computación,4207,LENOVO IDEAPAD-3,Laptop Lenovo IdeaPad 3-15.6″ Pantalla Touch – Intel Core i3-1115G4 – Memoria 8GB – 256GB SSD,"Computación, Laptops y Notebooks",3600.00,3600.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-lenovo-ideapad-3-15-6-pantalla-touch-intel-core-i3-memoria-8gb-256gb-ssd/,https://www.boliviamart.com/wp-content/uploads/2022/07/image-300x300.jpg
Computación,4166,MICROSOFT-SURFACEGO,Laptop Microsoft Surface Go 12.4″ Touch – Intel 10ma Gen – Core i5 – 4GB – 64GB eMMC,"Computación, Laptops y Notebooks",4440.00,4440.00,No,N/A,Out of Stock,0,No,https://www.boliviamart.com/producto/laptop-microsoft-surface-go-12-4-touch-intel-10ma-gen-core-i5-4gb-64gb-emmc/,https://www.boliviamart.com/wp-content/uploads/2022/07/6504290_sd-1-300x300.jpg
Deportes y Aire Libre,3628,ALH-01,Almohada Inflable para viajes,"Accesorios, Camping",73.00,73.00,Yes,-19%,In Stock,0,No,https://www.boliviamart.com/producto/almohada-inflable-para-viajes/,https://www.boliviamart.com/wp-content/uploads/2021/02/almohada-inflable-para-viajes-3-300x300.jpeg
